観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),31日の値(mm),31日の値の品質情報,極値更新,10年未満での極値更新,30日までの観測史上1位の値(mm),30日までの観測史上1位の値の品質情報,30日までの観測史上1位の値の年,30日までの観測史上1位の値の月,30日までの観測史上1位の値の日,30日までの6月の1位の値(mm),30日までの6月の1位の値の品質情報,30日までの6月の1位の値の年,30日までの6月の1位の値の月,30日までの6月の1位の値の日,統計開始年
50056,静岡県,白糸（シライト）,,2022,05,31,,,10.5,8,,,331,8,1991,09,19,198,8,1979,05,08,1976
50106,静岡県,井川（イカワ）,,2022,05,31,,,22.5,8,,,527.5,8,2011,07,19,221,8,1983,05,16,1978
50112,静岡県,有東木（ウトウギ）,,2022,05,31,,,16.0,8,,,226.0,8,2021,07,02,144.0,8,2022,05,27,2020
50136,静岡県,御殿場（ゴテンバ）,,2022,05,31,,,19.0,8,,,529.0,8,2019,10,12,224,8,1983,05,16,1976
50196,静岡県,富士（フジ）,,2022,05,31,,,7.5,8,,,307.0,8,2020,07,26,185.5,8,2019,05,21,1976
50206,静岡県,三島（ミシマ）,47657,2022,05,31,,,18.0,8,,,362.0,8,2019,10,12,132.5,8,1983,05,16,1930
50211,静岡県,熱海伊豆山（アタミイズサン）,,2022,05,31,,,27.5,8,,,163.0,8,2021,08,15,83.0,8,2022,05,13,2021
50226,静岡県,佐久間（サクマ）,,2022,05,31,,,13.5,8,,,337,8,1982,08,03,158,8,1983,05,16,1976
50232,静岡県,春野（ハルノ）,,2022,05,31,,,13.5,8,,,238.0,8,2021,07,02,165.0,8,2019,05,21,2016
50241,静岡県,川根本町（カワネホンチョウ）,,2022,05,31,,,20.5,8,,,374.0,8,2011,09,21,233,8,1983,05,16,1976
50247,静岡県,鍵穴（カギアナ）,,2022,05,31,,,21.0,8,,,393,8,2001,09,10,231.0,8,2019,05,21,1991
50261,静岡県,清水（シミズ）,,2022,05,31,,,18.5,8,,,297,8,2004,10,09,196.0,8,2019,05,21,1978
50281,静岡県,網代（アジロ）,47668,2022,05,31,,,22.5,8,,,323.5,8,1961,06,28,206.0,8,2012,05,02,1937
50296,静岡県,熊（クマ）,,2022,05,31,,,9.0,8,,,411,8,1982,08,03,224,8,1979,05,08,1976
50317,静岡県,高根山（タカネサン）,,2022,05,31,,,18.5,8,,,366.0,8,2019,10,12,250.0,8,2019,05,21,2009
50331,静岡県,静岡（シズオカ）,47656,2022,05,31,,,16.5,8,,,401.0,8,2019,10,12,210.5,8,1999,05,04,1940
50371,静岡県,三ヶ日（ミッカビ）,,2022,05,31,,,2.0,8,,,281,8,1983,08,17,156,8,1979,05,08,1976
50386,静岡県,天竜（テンリュウ）,,2022,05,31,,,4.5,8,,,243,8,1983,08,17,177,8,1979,05,08,1976
50391,静岡県,三倉（ミクラ）,,2022,05,31,,,8.0,8,,,316,8,1983,08,17,183,8,1999,05,04,1982
50416,静岡県,土肥（トイ）,,2022,05,31,,,5.0,8,,,351,8,2007,09,06,135.5,8,2022,05,13,1990
50426,静岡県,湯ケ島（ユガシマ）,,2022,05,31,,,14.0,8,,,689.5,8,2019,10,12,189,8,1983,05,16,1976
50427,静岡県,天城山（アマギサン）,,2022,05,31,,,17.0,8,,,627,8,1983,08,17,566.5,8,2012,05,02,1976
50456,静岡県,浜松（ハママツ）,47654,2022,05,31,,,6.5,8,,,344.1,8,1910,08,09,161.6,8,1953,05,23,1882
50466,静岡県,掛川（カケガワ）,,2022,05,31,,,6.0,8,,,307.5,8,2019,10,12,159,8,1999,05,04,1976
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2022,05,31,,,7.5,8,,,414,8,1982,09,12,180,8,1999,05,04,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2022,05,31,,,8.0,8,,,375.0,8,2019,10,12,154.0,8,2019,05,21,2009
50491,静岡県,松崎（マツザキ）,,2022,05,31,,,3.0,8,,,299,8,1983,08,17,139,8,1999,05,04,1976
50506,静岡県,稲取（イナトリ）,,2022,05,31,,,8.5,8,,,466,8,1976,07,11,167.5,8,2012,05,02,1976
50536,静岡県,磐田（イワタ）,,2022,05,31,,,5.0,8,,,252,8,1998,09,23,130,8,1999,05,04,1978
50551,静岡県,御前崎（オマエザキ）,47655,2022,05,31,,,9.5,8,,,360.0,8,2004,10,09,216.0,8,2003,05,31,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2022,05,31,,,3.5,8,,,290.0,8,1970,09,29,158.0,8,1995,05,15,1939
51011,愛知県,一宮（イチノミヤ）,,2022,05,31,,,6.5,8,,,286,8,2004,07,10,110,8,2006,05,07,1976
51031,愛知県,愛西（アイサイ）,,2022,05,31,,,9.0,8,,,297,8,2000,09,11,112,8,1980,05,31,1979
51056,愛知県,小原（オバラ）,,2022,05,31,,,4.0,8,,,241,8,1983,09,28,141.5,8,2021,05,21,1977
51071,愛知県,稲武（イナブ）,,2022,05,31,,,6.0,8,,,245,8,2000,09,12,124,8,1983,05,16,1976
51077,愛知県,茶臼山（チャウスヤマ）,,2022,05,31,,,8.0,8,,,323.5,8,2018,09,04,162.0,8,2021,05,21,2006
51096,愛知県,蟹江（カニエ）,,2022,05,31,,,5.5,8,,,287,8,2000,09,11,101.5,8,2011,05,11,1976
51106,愛知県,名古屋（ナゴヤ）,47636,2022,05,31,,,6.5,8,,,428.0,8,2000,09,11,100.0,8,1907,05,30,1890
51116,愛知県,豊田（トヨタ）,,2022,05,31,,,6.5,8,,,217,8,2000,09,11,174,8,1976,05,25,1976
51192,愛知県,阿蔵（アゾウ）,,2022,05,31,,,8.5,8,,,285.5,8,2011,07,19,130.0,8,2011,05,29,2006
51216,愛知県,大府（オオブ）,,2022,05,31,,,7.5,8,,,163.0,8,2017,10,22,93.5,8,2019,05,21,2012
51226,愛知県,岡崎（オカザキ）,,2022,05,31,,,6.0,8,,,263.5,8,2008,08,29,126,8,1976,05,25,1976
51241,愛知県,作手（ツクデ）,,2022,05,31,,,9.0,8,,,261,8,2003,08,09,181.5,8,2019,05,21,1976
51247,愛知県,新城（シンシロ）,,2022,05,31,,,4.0,8,,,224.0,8,2011,09,21,133,8,2006,05,07,2002
51261,愛知県,セントレア（セントレア）,,2022,05,31,,,7.0,8,,,251.0,8,2017,10,22,85.5,8,2009,05,07,2005
51271,愛知県,一色（イッシキ）,,2022,05,31,,,5.5,8,,,248.0,8,2019,10,12,144,8,1976,05,25,1976
51281,愛知県,蒲郡（ガマゴオリ）,,2022,05,31,,,4.5,8,,,237,8,1983,08,17,153,8,2006,05,07,1979
51311,愛知県,南知多（ミナミチタ）,,2022,05,31,,,6.0,8,,,374,8,1976,09,12,128.0,8,2009,05,07,1976
51331,愛知県,豊橋（トヨハシ）,,2022,05,31,,,4.5,8,,,226.0,8,2008,08,28,142,8,2006,05,07,2005
51346,愛知県,伊良湖（イラコ）,47653,2022,05,31,,,3.5,8,,,337.1,8,1962,07,02,147.5,8,1976,05,25,1947
51356,愛知県,田原（タハラ）,,2022,05,31,,,4.5,8,,,261.0,8,2019,10,12,163,8,1976,05,25,1976
52041,岐阜県,河合（カワイ）,,2022,05,31,,,1.0,8,,,238,8,1999,09,15,134.5,8,2011,05,29,1978
52051,岐阜県,神岡（カミオカ）,,2022,05,31,,,2.5,8,,,188,8,1999,09,15,93,8,1983,05,16,1978
52081,岐阜県,白川（シラカワ）,,2022,05,31,,,0.5,8,,,224,8,2004,10,20,123.5,8,2011,05,29,1978
52111,岐阜県,栃尾（トチオ）,,2022,05,31,,,6.0,8,,,164,8,1983,09,28,98,8,1983,05,16,1976
52131,岐阜県,御母衣（ミボロ）,,2022,05,31,,,4.0,8,,,330.5,8,2018,07,07,216,8,1997,05,08,1982
52137,岐阜県,清見（キヨミ）,,2022,05,31,,,0.5,8,,,261,8,2004,10,20,156,8,1997,05,08,1990
52146,岐阜県,高山（タカヤマ）,47617,2022,05,31,,,2.5,8,,,266.1,8,1910,09,07,127.5,8,2011,05,29,1899
52152,岐阜県,丹生川（ニュウカワ）,,2022,05,31,,,6.5,8,,,160,8,2004,10,20,84.0,8,2011,05,29,1990
52173,岐阜県,ひるがの（ヒルガノ）,,2022,05,31,,,15.0,8,,,378,8,2002,07,10,222,8,1997,05,08,1990
52181,岐阜県,六厩（ムマヤ）,,2022,05,31,,,6.0,8,,,290,8,2004,10,20,189.0,8,2011,05,29,1978
52192,岐阜県,船山（フナヤマ）,,2022,05,31,,,7.0,8,,,255,8,2004,10,20,126.5,8,2011,05,29,2002
52196,岐阜県,宮之前（ミヤノマエ）,,2022,05,31,,,5.5,8,,,236.0,8,2021,08,14,111,8,1983,05,16,1978
52221,岐阜県,長滝（ナガタキ）,,2022,05,31,,,10.5,8,,,374,8,2002,07,10,195.0,8,2011,05,29,1978
52286,岐阜県,萩原（ハギワラ）,,2022,05,31,,,3.0,8,,,266.0,8,2021,08,14,141,8,1983,05,16,1976
52321,岐阜県,関市板取（セキシイタドリ）,,2022,05,31,,,4.5,8,,,289.0,8,2018,07,05,218.5,8,2011,05,29,2006
52331,岐阜県,八幡（ハチマン）,,2022,05,31,,,2.5,8,,,397,8,1976,09,11,182.0,8,2011,05,29,1976
52346,岐阜県,宮地（ミヤジ）,,2022,05,31,,,6.5,8,,,283.0,8,2011,09,20,148,8,1983,05,16,1976
52381,岐阜県,樽見（タルミ）,,2022,05,31,,,8.0,8,,,495,8,2002,07,10,195.5,8,2011,05,29,1976
52406,岐阜県,金山（カナヤマ）,,2022,05,31,,,3.5,8,,,238.5,8,2011,09,20,142,8,1989,05,26,1976
52421,岐阜県,付知（ツケチ）,,2022,05,31,,,4.0,8,,,267.5,8,2021,08,14,131,8,1983,05,16,1982
52461,岐阜県,美濃（ミノ）,,2022,05,31,,,4.5,8,,,269,8,1976,09,11,125,8,1985,05,20,1976
52476,岐阜県,伽藍（ガラン）,,2022,05,31,,,5.5,8,,,315.5,8,2011,09,20,120,8,1976,05,25,1976
52482,岐阜県,黒川（クロカワ）,,2022,05,31,,,5.5,8,,,245.0,8,2011,09,20,102.5,8,2021,05,21,1998
52511,岐阜県,揖斐川（イビガワ）,,2022,05,31,,,9.5,8,,,354,8,2002,07,10,187,8,1990,05,04,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2022,05,31,,,6.0,8,,,305,8,1992,08,11,105,8,2006,05,07,1976
52556,岐阜県,恵那（エナ）,,2022,05,31,,,5.0,8,,,207,8,1983,09,28,193,8,1976,05,25,1976
52557,岐阜県,中津川（ナカツガワ）,,2022,05,31,,,4.5,8,,,171.0,8,2021,08,13,117.0,8,2021,05,21,2010
52571,岐阜県,関ケ原（セキガハラ）,,2022,05,31,,,10.0,8,,,305.5,8,2017,10,22,126.5,8,2011,05,11,1976
52581,岐阜県,大垣（オオガキ）,,2022,05,31,,,12.5,8,,,317,8,1976,09,11,140,8,1980,05,31,1976
52586,岐阜県,岐阜（ギフ）,47632,2022,05,31,,,8.0,8,,,260.2,8,1961,06,26,158.7,8,1965,05,27,1883
52606,岐阜県,多治見（タジミ）,,2022,05,31,,,5.0,8,,,383.5,8,2011,09,20,122,8,1976,05,25,1976
52642,岐阜県,上石津（カミイシヅ）,,2022,05,31,,,12.5,8,,,261.5,8,2017,10,22,85.5,8,2020,05,16,2016
53016,三重県,北勢（ホクセイ）,,2022,05,31,,,14.0,8,,,310.0,8,2011,09,04,152.5,8,2011,05,11,1976
53041,三重県,桑名（クワナ）,,2022,05,31,,,6.5,8,,,358,8,2000,09,11,113,8,1980,05,31,1976
53061,三重県,四日市（ヨッカイチ）,47684,2022,05,31,,,10.0,8,,,295.0,8,2000,09,11,122.0,8,1973,05,08,1966
53091,三重県,亀山（カメヤマ）,,2022,05,31,,,15.5,8,,,333.0,8,2014,08,09,242,8,1995,05,12,1976
53112,三重県,上野（ウエノ）,47649,2022,05,31,,,6.0,8,,,286.7,8,1953,08,14,121.0,8,1995,05,12,1937
53121,三重県,笠取山（カサトリヤマ）,,2022,05,31,,,13.5,8,,,393.0,8,2014,08,09,247,8,1995,05,12,1976
53133,三重県,津（ツ）,47651,2022,05,31,,,10.0,8,,,427.0,8,2004,09,29,157.5,8,1995,05,12,1889
53141,三重県,名張（ナバリ）,,2022,05,31,,,6.5,8,,,295,8,1982,08,01,151,8,1995,05,12,1976
53151,三重県,白山（ハクサン）,,2022,05,31,,,14.5,8,,,435.5,8,2014,08,09,211.0,8,2012,05,02,1979
53196,三重県,小俣（オバタ）,,2022,05,31,,,6.5,8,,,473.5,8,2017,10,22,150,8,2003,05,31,1976
53231,三重県,粥見（カユミ）,,2022,05,31,,,8.5,8,,,498,8,2004,09,29,212,8,2003,05,31,1976
53257,三重県,鳥羽（トバ）,,2022,05,31,,,7.5,8,,,423,8,1982,08,03,288,8,1998,05,29,1977
53287,三重県,藤坂峠（フジサカトウゲ）,,2022,05,31,,,6.0,8,,,324.0,8,2017,10,22,231.0,8,2012,05,02,1976
53296,三重県,南伊勢（ミナミイセ）,,2022,05,31,,,3.5,8,,,397,8,1982,08,03,176,8,1998,05,29,1978
53307,三重県,阿児（アゴ）,,2022,05,31,,,5.5,8,,,383.5,8,2019,10,12,174,8,1998,05,29,1982
53321,三重県,宮川（ミヤガワ）,,2022,05,31,,,6.5,8,,,764.0,8,2011,07,19,435,8,1995,05,12,1978
53326,三重県,紀伊長島（キイナガシマ）,,2022,05,31,,,5.5,8,,,493.5,8,2011,09,04,235,8,2003,05,31,1979
53378,三重県,尾鷲（オワセ）,47663,2022,05,31,,,4.5,8,,,806.0,8,1968,09,26,464.0,8,2003,05,31,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2022,05,31,,,1.0,8,,,466.5,8,2011,09,04,321.0,8,2012,05,02,2001
53416,三重県,御浜（ミハマ）,,2022,05,31,,,1.5,8,,,584,8,2001,08,21,370,8,2003,05,31,1985
54012,新潟県,粟島（アワシマ）,,2022,05,31,,,4.5,8,,,186.5,8,2018,08,16,76,8,1985,05,06,1976
54041,新潟県,弾崎（ハジキザキ）,,2022,05,31,,,2.5,8,,,228.0,8,2014,07,09,104.0,8,2010,05,24,1978
54056,新潟県,高根（タカネ）,,2022,05,31,,,10.5,8,,,289,8,2005,08,11,124,8,1998,05,03,1978
54086,新潟県,村上（ムラカミ）,,2022,05,31,,,6.0,8,,,174,8,2004,08,18,90,8,1998,05,03,1976
54097,新潟県,三面（ミオモテ）,,2022,05,31,,,7.0,8,,,180,8,2004,07,17,124,8,1998,05,03,1981
54157,新潟県,相川（アイカワ）,47602,2022,05,31,,,5.0,8,,,240.0,8,2002,07,15,78.1,8,1914,05,20,1911
54166,新潟県,両津（リョウツ）,,2022,05,31,,,5.5,8,,,251,8,1978,06,26,116,8,1983,05,16,1976
54181,新潟県,中条（ナカジョウ）,,2022,05,31,,,5.5,8,,,176,8,1981,06,22,85,8,1997,05,08,1978
54191,新潟県,下関（シモセキ）,,2022,05,31,,,4.0,8,,,210.5,8,2014,07,09,89.0,8,2018,05,18,1976
54232,新潟県,新潟（ニイガタ）,47604,2022,05,31,,,5.5,8,,,265.0,8,1998,08,04,72.5,8,1985,05,20,1881
54236,新潟県,松浜（マツハマ）,,2022,05,31,,,4.5,8,,,147.5,8,2014,07,09,43,8,2006,05,20,2003
54271,新潟県,羽茂（ハモチ）,,2022,05,31,,,6.0,8,,,256,8,1978,06,26,100,8,1981,05,11,1976
54296,新潟県,新津（ニイツ）,,2022,05,31,,,6.0,8,,,171,8,1998,08,04,65,8,1985,05,20,1976
54301,新潟県,瓢湖（ヒョウコ）,,2022,05,31,,,5.0,8,,,132.5,8,2017,07,24,44.0,8,2018,05,19,2014
54311,新潟県,赤谷（アカダニ）,,2022,05,31,,,9.5,8,,,259,8,1978,06,27,96,8,1993,05,13,1976
54341,新潟県,巻（マキ）,,2022,05,31,,,5.0,8,,,157,8,1978,06,26,76,8,1985,05,20,1976
54387,新潟県,寺泊（テラドマリ）,,2022,05,31,,,4.5,8,,,194,8,2004,07,13,58.0,8,2020,05,19,2001
54396,新潟県,三条（サンジョウ）,,2022,05,31,,,5.0,8,,,208,8,2004,07,13,78,8,1985,05,07,1976
54406,新潟県,村松（ムラマツ）,,2022,05,31,,,3.0,8,,,176,8,2000,07,15,80,8,1993,05,13,1976
54421,新潟県,津川（ツガワ）,,2022,05,31,,,5.5,8,,,251,8,1978,06,27,89,8,1981,05,11,1976
54462,新潟県,宮寄上（ミヤヨリカミ）,,2022,05,31,,,4.0,8,,,316,8,2004,07,13,96,8,1993,05,13,1983
54472,新潟県,室谷（ムロヤ）,,2022,05,31,,,5.5,8,,,294,8,2004,07,13,74.0,8,2010,05,24,1993
54501,新潟県,長岡（ナガオカ）,,2022,05,31,,,1.5,8,,,225,8,2004,07,13,75,8,1998,05,08,1976
54506,新潟県,栃尾（トチオ）,,2022,05,31,,,3.5,8,,,421,8,2004,07,13,73,8,1998,05,08,1976
54541,新潟県,柏崎（カシワザキ）,,2022,05,31,,,3.0,8,,,256,8,2005,06,28,78,8,1993,05,13,1976
54566,新潟県,守門（スモン）,,2022,05,31,,,1.5,8,,,220,8,1998,08,04,73,8,1998,05,08,1976
54586,新潟県,大潟（オオガタ）,,2022,05,31,,,0.5,8,,,228,8,2005,06,28,66,8,1998,05,08,1978
54606,新潟県,小国（オグニ）,,2022,05,31,,,1.0,8,,,240,8,2005,06,28,79.0,8,2020,05,19,1977
54616,新潟県,小出（コイデ）,,2022,05,31,,,0.5,8,,,234,8,2005,06,28,61,8,1993,05,14,1976
54621,新潟県,大湯（オオユ）,,2022,05,31,,,1.0,8,,,290,8,2005,06,28,81,8,1998,05,08,1981
54651,新潟県,高田（タカダ）,47612,2022,05,31,,,0.0,8,,,176.0,8,1985,07,08,63.5,8,1985,05,06,1922
54661,新潟県,安塚（ヤスヅカ）,,2022,05,31,,,0.0,8,,,150,8,1995,07,11,58,8,1993,05,14,1976
54666,新潟県,川谷（カワダニ）,,2022,05,31,,,1.0,8,,,330,8,2005,06,28,74,8,1998,05,08,1985
54671,新潟県,松代（マツダイ）,,2022,05,31,,,1.5,8,,,252,8,2005,06,28,55,8,2001,05,19,1977
54676,新潟県,十日町（トオカマチ）,,2022,05,31,,,0.0,8,,,200,8,2005,06,28,61,8,2001,05,19,1976
54711,新潟県,糸魚川（イトイガワ）,,2022,05,31,,,2.0,8,,,226.0,8,2017,07,01,114,8,1998,05,08,1976
54721,新潟県,能生（ノウ）,,2022,05,31,,,1.5,8,,,252.5,8,2019,10,12,97,8,1998,05,08,1976
54737,新潟県,筒方（ドウガタ）,,2022,05,31,,,0.0,8,,,177.5,8,2019,10,12,60,8,2007,05,10,1985
54761,新潟県,塩沢（シオザワ）,,2022,05,31,,,0.5,8,,,192.0,8,2011,07,30,58,8,1993,05,14,1983
54816,新潟県,関山（セキヤマ）,,2022,05,31,,,0.0,8,,,231.0,8,2019,10,12,70.5,8,2011,05,29,1976
54836,新潟県,津南（ツナン）,,2022,05,31,,,0.0,8,,,192.5,8,2019,10,12,63,8,1993,05,14,1976
54841,新潟県,湯沢（ユザワ）,,2022,05,31,,,2.5,8,,,221.0,8,2019,10,12,56,8,1989,05,26,1976
54876,新潟県,平岩（ヒライワ）,,2022,05,31,,,0.0,8,,,190.5,8,2013,09,16,99.5,8,2011,05,10,1978
54892,新潟県,樽本（タルモト）,,2022,05,31,,,1.0,8,,,210.0,8,2019,10,12,74.0,8,2011,05,29,1985
55022,富山県,朝日（アサヒ）,,2022,05,31,,,6.0,8,,,230.0,8,2019,10,12,127,8,1998,05,08,1976
55041,富山県,氷見（ヒミ）,,2022,05,31,,,0.5,8,,,190.0,8,2008,08,16,118,8,1998,05,08,1978
55056,富山県,魚津（ウオヅ）,,2022,05,31,,,5.0,8,,,219.0,8,2014,07,19,117,8,1983,05,16,1976
55063,富山県,宇奈月（ウナヅキ）,,2022,05,31,,,8.5,8,,,260,8,1985,07,08,134.5,8,2021,05,17,1984
55091,富山県,伏木（フシキ）,47606,2022,05,31,,,0.5,8,,,207.5,8,2013,08,23,85.0,8,1904,05,12,1883
55102,富山県,富山（トヤマ）,47607,2022,05,31,,,1.5,8,,,207.7,8,1948,07,25,79.5,8,2021,05,17,1939
55141,富山県,砺波（トナミ）,,2022,05,31,,,1.5,8,,,155,8,1983,09,28,69.5,8,2011,05,29,1976
55151,富山県,秋ヶ島（アキガシマ）,,2022,05,31,,,0.0,8,,,167.0,8,2018,07,05,69.0,8,2021,05,17,2003
55156,富山県,大山（オオヤマ）,,2022,05,31,,,0.5,8,,,211.5,8,2018,07,05,72.0,8,2021,05,17,1984
55166,富山県,上市（カミイチ）,,2022,05,31,,,6.0,8,,,225.5,8,2018,07,05,108,8,1983,05,16,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2022,05,31,,,1.5,8,,,174,8,1983,09,28,118.5,8,2011,05,29,1976
55206,富山県,八尾（ヤツオ）,,2022,05,31,,,0.5,8,,,177.0,8,2018,07,05,97.0,8,2011,05,29,1976
55217,富山県,立山芦峅（タテヤマアシクラ）,,2022,05,31,,,4.5,8,,,230.5,8,2018,07,05,66.5,8,2011,05,10,2010
55252,富山県,五箇山（ゴカヤマ）,,2022,05,31,,,0.5,8,,,202.0,8,2013,09,16,108.5,8,2011,05,29,2004
55267,富山県,猪谷（イノタニ）,,2022,05,31,,,0.0,8,,,222.5,8,2018,07,05,87.5,8,2011,05,29,1996
56036,石川県,珠洲（スズ）,,2022,05,31,,,2.5,8,,,193,8,1997,06,28,90,8,1983,05,16,1976
56052,石川県,輪島（ワジマ）,47600,2022,05,31,,,1.0,8,,,218.8,8,1966,07,12,98.0,8,1983,05,16,1929
56081,石川県,門前（モンゼン）,,2022,05,31,,,2.0,8,,,144,8,1997,06,28,87,8,1983,05,16,1976
56093,石川県,三井（ミイ）,,2022,05,31,,,1.5,8,,,168,8,2005,06,28,72.0,8,2011,05,29,2003
56116,石川県,志賀（シカ）,,2022,05,31,,,3.5,8,,,161.5,8,2018,08,31,78,8,1985,05,20,1976
56146,石川県,七尾（ナナオ）,,2022,05,31,,,1.5,8,,,208.0,8,2013,06,19,119,8,1993,05,13,1976
56176,石川県,羽咋（ハクイ）,,2022,05,31,,,4.5,8,,,198.0,8,2014,08,08,108,8,1993,05,13,1976
56186,石川県,かほく（カホク）,,2022,05,31,,,3.0,8,,,219.5,8,2013,08,23,119,8,1998,05,08,1976
56192,石川県,宝達志水（ホウダツシミズ）,,2022,05,31,,,3.5,8,,,203.5,8,2013,08,23,82.5,8,2021,05,17,2003
56227,石川県,金沢（カナザワ）,47605,2022,05,31,,,1.5,8,,,234.4,8,1964,07,18,94.5,8,2021,05,17,1882
56232,石川県,医王山（イオウゼン）,,2022,05,31,,,3.0,8,,,254.0,8,2017,08,08,144.5,8,2011,05,29,2003
56276,石川県,小松（コマツ）,,2022,05,31,,,1.5,8,,,199.5,8,2013,07,29,92.0,8,2011,05,29,1978
56286,石川県,白山河内（ハクサンカワチ）,,2022,05,31,,,5.0,8,,,254.5,8,2017,08,08,101.5,8,2021,05,17,1976
56301,石川県,加賀菅谷（カガスガタニ）,,2022,05,31,,,3.5,8,,,228.5,8,2017,08,08,143.5,8,2011,05,29,1976
56346,石川県,白山白峰（ハクサンシラミネ）,,2022,05,31,,,3.0,8,,,204.5,8,2013,07,29,123.0,8,2021,05,17,1977
56401,石川県,舳倉島（ヘグラジマ）,,2022,05,31,,,2.0,8,,,124.0,8,2018,08,31,33.5,8,2019,05,21,2014
57001,福井県,三国（ミクニ）,,2022,05,31,,,2.5,8,,,174,8,2004,10,20,169.0,8,2011,05,29,1976
57026,福井県,春江（ハルエ）,,2022,05,31,,,1.5,8,,,154,8,2004,09,05,108.0,8,2011,05,29,2003
57051,福井県,越廼（コシノ）,,2022,05,31,,,3.5,8,,,193.0,8,2018,07,07,138,8,1987,05,23,1978
57066,福井県,福井（フクイ）,47616,2022,05,31,,,4.0,8,,,201.4,8,1933,07,26,121.5,8,1987,05,23,1897
57071,福井県,美山（ミヤマ）,,2022,05,31,,,4.0,8,,,283,8,2004,07,18,107.0,8,2011,05,10,1976
57082,福井県,勝山（カツヤマ）,,2022,05,31,,,6.5,8,,,178.0,8,2018,07,05,100.5,8,2011,05,10,1993
57106,福井県,武生（タケフ）,,2022,05,31,,,1.5,8,,,183.0,8,2018,07,05,103.5,8,2011,05,10,2005
57121,福井県,大野（オオノ）,,2022,05,31,,,3.0,8,,,163.5,8,2013,07,29,111.5,8,2011,05,10,1976
57176,福井県,九頭竜（クズリュウ）,,2022,05,31,,,9.0,8,,,312,8,2002,07,10,106,8,1983,05,16,1982
57206,福井県,今庄（イマジョウ）,,2022,05,31,,,2.5,8,,,192.0,8,2017,10,22,111.5,8,2011,05,29,1976
57248,福井県,敦賀（ツルガ）,47631,2022,05,31,,,5.5,8,,,211.2,8,1965,09,17,164.5,8,2011,05,29,1897
57286,福井県,美浜（ミハマ）,,2022,05,31,,,5.5,8,,,269,8,1999,08,14,152,8,1995,05,12,1976
57311,福井県,大飯（オオイ）,,2022,05,31,,,1.0,8,,,240.0,8,2017,10,22,218.5,8,2011,05,30,1995
57317,福井県,小浜（オバマ）,,2022,05,31,,,2.0,8,,,253.5,8,2013,09,16,167.5,8,2011,05,30,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2022,05,31,,,10.5,8,,,256.0,8,2018,07,05,102,8,1997,05,08,1976
60051,滋賀県,今津（イマヅ）,,2022,05,31,,,10.0,8,,,223.0,8,2018,07,05,151.0,8,2011,05,29,1976
60061,滋賀県,長浜（ナガハマ）,,2022,05,31,,,2.5,8,,,187.5,8,2017,10,22,113.5,8,2011,05,11,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2022,05,31,,,5.5,8,,,316.5,8,2015,07,17,138.0,8,2011,05,29,2006
60102,滋賀県,米原（マイバラ）,,2022,05,31,,,4.5,8,,,232.0,8,2017,08,07,111.0,8,2011,05,11,2001
60116,滋賀県,南小松（ミナミコマツ）,,2022,05,31,,,5.5,8,,,214.5,8,2018,07,05,112.5,8,2021,05,20,1976
60131,滋賀県,彦根（ヒコネ）,47761,2022,05,31,,,4.5,8,,,596.9,8,1896,09,07,117.5,8,2011,05,11,1893
60161,滋賀県,近江八幡（オウミハチマン）,,2022,05,31,,,4.5,8,,,225.0,8,2021,08,14,124.5,8,2011,05,11,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2022,05,31,,,5.0,8,,,217.5,8,2017,10,22,112.0,8,2011,05,11,1976
60216,滋賀県,大津（オオツ）,,2022,05,31,,,6.5,8,,,170.5,8,2013,09,15,143,8,1995,05,12,1977
60226,滋賀県,信楽（シガラキ）,,2022,05,31,,,5.5,8,,,235,8,1982,08,01,153,8,1995,05,12,1976
60236,滋賀県,土山（ツチヤマ）,,2022,05,31,,,4.5,8,,,231,8,1995,05,12,231,8,1995,05,12,1976
61001,京都府,間人（タイザ）,,2022,05,31,,,1.5,8,,,169,8,1990,09,18,107,8,1995,05,12,1976
61031,京都府,峰山（ミネヤマ）,,2022,05,31,,,1.5,8,,,182,8,1990,09,18,126.0,8,2011,05,29,1976
61076,京都府,宮津（ミヤヅ）,,2022,05,31,,,1.0,8,,,181.0,8,2018,07,06,138.5,8,2011,05,29,1976
61096,京都府,坂浦（サカウラ）,,2022,05,31,,,2.0,8,,,225.5,8,2017,10,22,66.5,8,2016,05,16,2013
61111,京都府,舞鶴（マイヅル）,47750,2022,05,31,,,0.5,8,,,445.5,8,1953,09,25,168.0,8,2011,05,29,1947
61151,京都府,睦寄（ムツヨリ）,,2022,05,31,,,1.5,8,,,280.0,8,2017,10,22,148.5,8,2011,05,29,1977
61187,京都府,福知山（フクチヤマ）,,2022,05,31,,,1.5,8,,,250,8,2004,10,20,119,8,1983,05,16,1976
